사고번호,사고일시,요일,시군구,사고내용,사망자수,중상자수,경상자수,부상신고자수,사고유형,법규위반,노면상태,기상상태,도로형태,가해운전자 차종,가해운전자 성별,가해운전자 연령,가해운전자 상해정도,피해운전자 차종,피해운전자 성별,피해운전자 연령,피해운전자 상해정도,좌표계,X좌표,Y좌표
2021060500100002,2021-06-05 00:00:00,토요일,서울특별시 노원구 중계동,경상사고,0,0,2,0,차대차 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,15,상해없음,승용,남,57,경상,EPSG:5181,206474.76040383,462167.8075565
2021060500100446,2021-06-05 17:00:00,토요일,서울특별시 송파구 송파동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,15,상해없음,보행자,남,26,경상,EPSG:5181,209321.39964466,445345.24520492
2021060700100199,2021-06-07 12:00:00,월요일,서울특별시 성동구 홍익동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,33,상해없음,이륜,남,41,경상,EPSG:5181,202751.99873722,451891.92619719
2021060700100497,2021-06-07 19:00:00,월요일,서울특별시 서초구 서초동,경상사고,0,0,1,0,차대사람 - 횡단중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,18,상해없음,보행자,여,35,경상,EPSG:5181,202491.9239573,443983.43654367
2021060700100572,2021-06-07 22:00:00,월요일,서울특별시 관악구 봉천동,부상신고사고,0,0,0,1,차대사람 - 보도통행중,기타,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,25,상해없음,보행자,남,29,부상신고,EPSG:5181,196250.99092256,442194.60709949
2021060800100175,2021-06-08 11:00:00,화요일,서울특별시 중랑구 상봉동,부상신고사고,0,0,0,1,차대사람 - 기타,기타,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,77,상해없음,보행자,남,80,부상신고,EPSG:5181,207666.42844977,455935.67492397
2021060900100066,2021-06-09 08:00:00,수요일,서울특별시 성동구 행당동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,23,상해없음,보행자,여,46,중상,EPSG:5181,203331.68465049,451053.6792022
2021060900100605,2021-06-09 22:00:00,수요일,서울특별시 강남구 신사동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,29,상해없음,보행자,남,31,경상,EPSG:5181,201843.64893056,446434.95540421
2021060900100625,2021-06-09 23:00:00,수요일,서울특별시 마포구 창전동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,37,상해없음,이륜,남,47,중상,EPSG:5181,194184.35539578,450446.80399732
2021061100100391,2021-06-11 17:00:00,금요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,기타 - 기타,개인형이동수단(PM),여,32,상해없음,보행자,여,25,경상,EPSG:5181,202173.04891911,445066.16822179
2021061100100445,2021-06-11 18:00:00,금요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,14,상해없음,보행자,여,58,경상,EPSG:5181,207552.62755274,445545.93059832
2021061100100626,2021-06-11 23:00:00,금요일,서울특별시 송파구 잠실동,부상신고사고,0,0,0,1,차량단독 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,31,부상신고,,,,,EPSG:5181,206815.85250833,445071.82872809
2021061300100160,2021-06-13 13:00:00,일요일,서울특별시 관악구 신림동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,24,상해없음,보행자,여,79,중상,EPSG:5181,193328.33886856,442859.34793056
2021061300100280,2021-06-13 16:00:00,일요일,서울특별시 동대문구 장안동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,43,경상,승용,여,42,상해없음,EPSG:5181,205741.04135067,451541.68458662
2021061400100001,2021-06-14 00:00:00,월요일,서울특별시 동대문구 이문동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,정보없음,흐림,단일로 - 기타,개인형이동수단(PM),남,49,경상,,,,,EPSG:5181,206265.71399154,455965.23084536
2021061400100186,2021-06-14 11:00:00,월요일,서울특별시 노원구 공릉동,경상사고,0,0,1,0,차대사람 - 기타,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,24,상해없음,보행자,남,39,경상,EPSG:5181,207025.09011432,458205.16403445
2021061400100460,2021-06-14 18:00:00,월요일,서울특별시 중랑구 면목동,경상사고,0,0,1,1,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,30,부상신고,자전거,여,52,경상,EPSG:5181,206302.66600614,454473.83542026
2021061600100359,2021-06-16 16:00:00,수요일,서울특별시 서초구 서초동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,17,부상신고,승용,남,38,상해없음,EPSG:5181,202200.77565199,442671.37567935
2021061600100601,2021-06-16 22:00:00,수요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,33,기타불명,보행자,남,35,경상,EPSG:5181,201778.54998379,446260.54118911
2021061900100427,2021-06-19 17:00:00,토요일,서울특별시 광진구 중곡동,경상사고,0,0,2,0,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),여,35,상해없음,자전거,남,56,경상,EPSG:5181,206882.31361286,451011.54319053
2021062100100579,2021-06-21 20:00:00,월요일,서울특별시 강남구 세곡동,중상사고,0,1,0,0,차량단독 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,54,중상,,,,,EPSG:5181,208768.28996877,440803.49268874
2021062100100621,2021-06-21 22:00:00,월요일,서울특별시 강북구 수유동,경상사고,0,0,1,0,차대차 - 기타,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,18,상해없음,이륜,남,21,경상,EPSG:5181,201733.57774617,460724.97286635
2021062200100154,2021-06-22 10:00:00,화요일,서울특별시 마포구 연남동,중상사고,0,1,0,0,차대사람 - 보도통행중,신호위반,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,26,상해없음,보행자,여,42,중상,EPSG:5181,193444.24092189,451543.28872005
2021062300100026,2021-06-23 04:00:00,수요일,서울특별시 동작구 사당동,경상사고,0,0,1,1,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,24,부상신고,보행자,남,24,경상,EPSG:5181,198030.0870521,442871.31307523
2021062300100429,2021-06-23 19:00:00,수요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,28,경상,승용,남,53,상해없음,EPSG:5181,207676.88925275,445129.42468106
2021062400100060,2021-06-24 07:00:00,목요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,22,경상,승용,남,34,상해없음,EPSG:5181,202757.63423221,443492.65454501
2021062400100613,2021-06-24 22:00:00,목요일,서울특별시 강남구 신사동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,41,경상,승합,남,47,상해없음,EPSG:5181,202352.3786731,446899.8406038
2021062500100292,2021-06-25 14:00:00,금요일,서울특별시 관악구 봉천동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,50,상해없음,이륜,남,41,중상,EPSG:5181,196778.27356647,441991.32736508
2021062600100545,2021-06-26 21:00:00,토요일,서울특별시 강북구 미아동,경상사고,0,0,1,0,차대차 - 기타,불법유턴,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,29,경상,승용,남,41,상해없음,EPSG:5181,201637.08626636,457806.31464059
2021062600100576,2021-06-26 22:00:00,토요일,서울특별시 금천구 가산동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,31,부상신고,자전거,남,20,상해없음,EPSG:5181,189915.49780429,440700.41144878
2021062600100609,2021-06-26 23:00:00,토요일,서울특별시 성동구 용답동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27,상해없음,승용,남,63,경상,EPSG:5181,205123.14397438,451476.37270038
2021062700100023,2021-06-27 01:00:00,일요일,서울특별시 용산구 이태원동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,22,상해없음,보행자,여,26,경상,EPSG:5181,199585.54418221,448358.70854474
2021062700100198,2021-06-27 13:00:00,일요일,서울특별시 송파구 문정동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,27,중상,승용,남,37,상해없음,EPSG:5181,210934.51810868,443184.94466166
2021062700100471,2021-06-27 22:00:00,일요일,서울특별시 서초구 양재동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,흐림,기타 - 기타,개인형이동수단(PM),남,24,경상,승용,여,37,상해없음,EPSG:5181,203998.35636198,441941.63030635
2021062800100599,2021-06-28 21:00:00,월요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),여,34,상해없음,보행자,여,48,경상,EPSG:5181,203208.31288207,443963.2325536
2021062900100634,2021-06-29 23:00:00,화요일,서울특별시 영등포구 대림동,중상사고,0,2,0,0,차대차 - 정면충돌,중앙선침범,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,39,중상,이륜,남,46,중상,EPSG:5181,191263.83960507,443746.72556005
2021063000100182,2021-06-30 11:00:00,수요일,서울특별시 동작구 노량진동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,30,상해없음,보행자,남,31,경상,EPSG:5181,195102.67531605,445748.87915576
2021063000100470,2021-06-30 18:00:00,수요일,서울특별시 강남구 논현동,중상사고,0,1,0,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,28,상해없음,보행자,여,29,중상,EPSG:5181,202529.10136892,446588.65730641
2021063000100575,2021-06-30 21:00:00,수요일,서울특별시 은평구 구산동,중상사고,0,1,0,0,차대차 - 측면충돌,신호위반,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,18,상해없음,승용,남,58,상해없음,EPSG:5181,192572.86454014,456625.596399
2021070100100602,2021-07-01 22:00:00,목요일,서울특별시 강서구 방화동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,31,상해없음,이륜,남,28,중상,EPSG:5181,183027.19015423,451377.82608401
2021070100100622,2021-07-01 23:00:00,목요일,서울특별시 송파구 방이동,부상신고사고,0,0,0,1,차량단독 - 전도전복 - 전도,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,39,부상신고,,,,,EPSG:5181,210309.46751156,447101.19778376
2021070200100123,2021-07-02 09:00:00,금요일,서울특별시 강남구 삼성동,경상사고,0,0,1,0,차대차 - 측면충돌,중앙선침범,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,27,기타불명,화물,남,58,경상,EPSG:5181,203906.92966032,445593.5849772
2021070200100289,2021-07-02 14:00:00,금요일,서울특별시 강남구 대치동,중상사고,0,1,0,1,차대차 - 기타,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,26,부상신고,승용,여,61,중상,EPSG:5181,204984.94096001,444541.89506906
2021070200100711,2021-07-02 23:00:00,금요일,서울특별시 용산구 원효로4가,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,22,기타불명,승용,남,22,상해없음,EPSG:5181,195898.05369745,448182.04240108
2021070600100086,2021-07-06 08:00:00,화요일,서울특별시 광진구 중곡동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,24,상해없음,보행자,남,27,경상,EPSG:5181,207039.24230609,452352.91123656
2021070600100197,2021-07-06 12:00:00,화요일,서울특별시 중구 을지로2가,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,33,상해없음,보행자,여,36,경상,EPSG:5181,198739.57024698,451865.57570302
2021070600100555,2021-07-06 22:00:00,화요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 기타,기타,정보없음,맑음,기타 - 기타,개인형이동수단(PM),여,27,기타불명,보행자,여,32,경상,EPSG:5181,202748.62706307,444434.97708631
2021070600100584,2021-07-06 23:00:00,화요일,서울특별시 강서구 가양동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,30,중상,화물,남,54,상해없음,EPSG:5181,186222.23885599,451969.03972573
2021070700100060,2021-07-07 07:00:00,수요일,서울특별시 마포구 공덕동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,18,상해없음,보행자,남,42,경상,EPSG:5181,195951.45807902,449426.80631993
2021070900100485,2021-07-09 19:00:00,금요일,서울특별시 구로구 고척동,경상사고,0,0,1,0,차대차 - 기타,중앙선침범,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,52,경상,승용,남,28,상해없음,EPSG:5181,187930.09189583,444591.34232523
2021071100100133,2021-07-11 13:00:00,일요일,서울특별시 강남구 역삼동,경상사고,0,0,1,0,차대사람 - 기타,기타,정보없음,기타,기타 - 기타,개인형이동수단(PM),남,19,상해없음,보행자,남,26,경상,EPSG:5181,202537.03863885,444341.81687229
2021071100100225,2021-07-11 16:00:00,일요일,서울특별시 송파구 잠실동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,33,상해없음,자전거,여,50,경상,EPSG:5181,207488.05846278,445083.40345498
2021071100100368,2021-07-11 21:00:00,일요일,서울특별시 강남구 논현동,중상사고,0,1,0,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,43,중상,승용,남,49,상해없음,EPSG:5181,203751.61437424,446017.9272489
2021071300100581,2021-07-13 21:00:00,화요일,서울특별시 강동구 천호동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,41,상해없음,보행자,남,56,경상,EPSG:5181,212334.81603697,449258.82951203
2021071400100169,2021-07-14 11:00:00,수요일,서울특별시 동작구 대방동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,25,경상,승용,남,60,상해없음,EPSG:5181,193511.73518508,444492.94717463
2021071500100031,2021-07-15 05:00:00,목요일,서울특별시 노원구 하계동,중상사고,0,1,0,0,차대차 - 기타,교차로운행방법위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),여,26,중상,승용,남,66,상해없음,EPSG:5181,206305.94953976,459679.91994685
2021071500100501,2021-07-15 19:00:00,목요일,서울특별시 송파구 방이동,부상신고사고,0,0,0,1,차대사람 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,27,상해없음,보행자,남,38,부상신고,EPSG:5181,209710.10628808,445994.56988734
2021071600100176,2021-07-16 11:00:00,금요일,서울특별시 송파구 방이동,경상사고,0,0,1,0,차대차 - 기타,불법유턴,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,26,경상,승용,남,64,상해없음,EPSG:5181,209543.70954293,446056.71086789
2021071600100604,2021-07-16 21:00:00,금요일,서울특별시 노원구 공릉동,경상사고,0,0,1,0,차대사람 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,23,기타불명,보행자,여,37,경상,EPSG:5181,206740.27260781,458149.62520877
2021071700100371,2021-07-17 16:00:00,토요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,27,상해없음,이륜,남,34,경상,EPSG:5181,203172.62821927,445407.61143876
2021071800100425,2021-07-18 22:00:00,일요일,서울특별시 양천구 신정동,경상사고,0,0,1,0,차대차 - 측면충돌,안전운전불이행,정보없음,비,기타 - 기타,개인형이동수단(PM),남,21,경상,승용,남,55,상해없음,EPSG:5181,188218.79795758,446361.54336112
2021072100100448,2021-07-21 17:00:00,수요일,서울특별시 송파구 오금동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,56,경상,승용,여,41,상해없음,EPSG:5181,211623.00998688,445592.56937101
2021072200100519,2021-07-22 19:00:00,목요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대차 - 기타,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,27,상해없음,이륜,남,44,경상,EPSG:5181,205319.55204684,445204.9344768
2021072300100035,2021-07-23 05:00:00,금요일,서울특별시 영등포구 문래동1가,중상사고,0,1,0,0,차대차 - 측면충돌,안전거리미확보,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,64,중상,승용,남,14,상해없음,EPSG:5181,191263.26328959,446114.62359224
2021072300100141,2021-07-23 10:00:00,금요일,서울특별시 송파구 방이동,경상사고,0,0,1,0,차대사람 - 보도통행중,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),여,58,상해없음,보행자,남,74,경상,EPSG:5181,211032.07050475,445536.40797358
2021072300100474,2021-07-23 18:00:00,금요일,서울특별시 노원구 상계동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),남,27,경상,승용,남,51,상해없음,EPSG:5181,204899.16037361,463664.00203021
2021072400100317,2021-07-24 15:00:00,토요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),여,34,경상,이륜,남,35,상해없음,EPSG:5181,205126.87328487,444941.80701681
2021072600100233,2021-07-26 12:00:00,월요일,서울특별시 동대문구 회기동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,22,경상,승용,남,59,상해없음,EPSG:5181,204873.34077361,454804.36027679
2021072600100601,2021-07-26 22:00:00,월요일,서울특별시 강북구 번동,경상사고,0,0,1,0,차대사람 - 길가장자리구역통행중,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,21,상해없음,보행자,여,74,경상,EPSG:5181,203263.15076561,459228.53335278
2021072600100608,2021-07-26 22:00:00,월요일,서울특별시 노원구 하계동,부상신고사고,0,0,0,1,차대차 - 측면충돌,불법유턴,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,20,부상신고,승용,남,45,상해없음,EPSG:5181,206387.11227807,460218.56622716
2021072600100626,2021-07-26 23:00:00,월요일,서울특별시 마포구 서교동,경상사고,0,0,1,0,차량단독 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),여,34,경상,,,,,EPSG:5181,192306.90258351,450772.94598147
2021072600100628,2021-07-26 23:00:00,월요일,서울특별시 강남구 대치동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,기타,교차로 - 교차로횡단보도내,개인형이동수단(PM),남,25,경상,승용,남,65,상해없음,EPSG:5181,205408.0898997,444357.06901946
2021072700100340,2021-07-27 15:00:00,화요일,서울특별시 강남구 도곡동,부상신고사고,0,0,0,1,차대차 - 기타,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,48,부상신고,승용,남,49,상해없음,EPSG:5181,202929.10810093,443039.38672963
2021072800100081,2021-07-28 08:00:00,수요일,서울특별시 송파구 신천동,중상사고,0,1,0,0,차대사람 - 기타,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,41,상해없음,보행자,여,43,중상,EPSG:5181,209276.18486254,446135.32120789
2021072800100243,2021-07-28 13:00:00,수요일,서울특별시 동대문구 휘경동,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,36,상해없음,자전거,남,73,중상,EPSG:5181,205081.04607283,454499.34492186
2021072800100275,2021-07-28 14:00:00,수요일,서울특별시 관악구 신림동,경상사고,0,0,1,0,차대차 - 정면충돌,중앙선침범,정보없음,비,단일로 - 기타,개인형이동수단(PM),남,27,경상,승용,남,44,상해없음,EPSG:5181,193794.87085124,442792.79914764
2021072800100345,2021-07-28 16:00:00,수요일,서울특별시 중랑구 면목동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,14,경상,승용,남,73,상해없음,EPSG:5181,208236.90626874,453445.71770479
2021072800100446,2021-07-28 18:00:00,수요일,서울특별시 송파구 방이동,중상사고,0,1,1,0,차대차 - 정면충돌,신호위반,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,32,경상,자전거,여,54,중상,EPSG:5181,210588.19263375,445668.103196
2021072800100576,2021-07-28 22:00:00,수요일,서울특별시 관악구 신림동,경상사고,0,0,1,0,차대차 - 정면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,22,경상,승용,남,52,상해없음,EPSG:5181,193462.55265276,443017.12085795
2021072900100022,2021-07-29 03:00:00,목요일,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,차량단독 - 도로외이탈 - 추락,안전운전불이행,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,44,중상,,,,,EPSG:5181,205480.97780957,449841.62818415
2021072900100066,2021-07-29 08:00:00,목요일,서울특별시 서초구 양재동,중상사고,0,1,0,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,28,상해없음,보행자,여,51,중상,EPSG:5181,203728.49268081,442649.47690598
2021072900100247,2021-07-29 13:00:00,목요일,서울특별시 성동구 성수동2가,중상사고,0,1,0,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로횡단보도내,개인형이동수단(PM),여,25,중상,승용,남,42,상해없음,EPSG:5181,205881.0931476,449849.75852197
2021073000100098,2021-07-30 09:00:00,금요일,서울특별시 강남구 논현동,경상사고,0,0,1,0,차대사람 - 보도통행중,기타,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,38,기타불명,보행자,여,30,경상,EPSG:5181,203847.56253293,445658.29515156
2021073000100240,2021-07-30 13:00:00,금요일,서울특별시 송파구 가락동,경상사고,0,0,1,0,차대차 - 기타,안전운전불이행,정보없음,맑음,기타 - 기타,개인형이동수단(PM),남,23,경상,승용,여,59,상해없음,EPSG:5181,209497.47264875,444026.65243997
2021073000100442,2021-07-30 18:00:00,금요일,서울특별시 강남구 논현동,경상사고,0,0,2,0,차대차 - 측면충돌,안전운전불이행,정보없음,맑음,교차로 - 교차로부근,개인형이동수단(PM),여,34,경상,이륜,남,30,경상,EPSG:5181,203737.31685952,446072.87295473
2021073100100041,2021-07-31 05:00:00,토요일,서울특별시 노원구 중계동,경상사고,0,0,1,0,차대차 - 측면충돌,신호위반,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,18,경상,승용,남,61,상해없음,EPSG:5181,205804.067999,460183.4461172
2021073100100128,2021-07-31 11:00:00,토요일,서울특별시 강서구 화곡동,부상신고사고,0,0,0,1,차대차 - 측면충돌,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,25,부상신고,승용,여,57,상해없음,EPSG:5181,186497.83003894,449620.62385561
2021073100100495,2021-07-31 21:00:00,토요일,서울특별시 강북구 번동,경상사고,0,0,1,0,차대사람 - 횡단중,중앙선침범,정보없음,맑음,단일로 - 기타,개인형이동수단(PM),남,17,상해없음,보행자,여,28,경상,EPSG:5181,202557.99596157,460144.13719053
2021080100100057,2021-08-01 09:00:00,일요일,서울특별시 동작구 사당동,중상사고,0,2,1,0,차대차 - 측면충돌,직진우회전진행방해,정보없음,맑음,교차로 - 교차로안,개인형이동수단(PM),남,20,중상,승용,남,62,경상,EPSG:5181,197400.79929381,442502.82966225
